background_cell_count,background_energy_increase_db,bootstrap_pfa_ci_high,bootstrap_pfa_ci_low,bootstrap_pfa_std,f1,false_alarm_count,fn_cells,fp_cells,frame_level_pfa_mean,frame_level_pfa_std,input_type,mask_name,measured_pfa,mid_hits,mid_miss_rate,mid_n,mid_pd,mse_db_to_clean,mse_power_to_clean,noise_floor_change_db,overall_hits,overall_miss_rate,overall_n,overall_pd,precision,recall,sir_name,split_definition,strong_hits,strong_miss_rate,strong_n,strong_pd,target_peak_abs_bias_db_mean,target_peak_bias_db_mean,target_pfa,target_scope,target_sir_db,threshold,threshold_source,tp_cells,weak_hits,weak_miss_rate,weak_n,weak_pd
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,88,0.22807017543859653,114,0.7719298245614035,0.0,0.0,0.0,178,0.5400516795865633,387,0.4599483204134367,0.6091127098321343,0.10623170221664575,,clean_peak_percentile,30,0.0,30,1.0,0.0,0.0,0.01,all,,4.08894482405166,input_specific_validation_background,254,60,0.7530864197530864,243,0.24691358024691357
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,54,0.20588235294117652,68,0.7941176470588235,0.0,0.0,0.0,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.01,non_overlap_only,,4.08894482405166,input_specific_validation_background,254,56,0.7419354838709677,217,0.25806451612903225
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,79,0.3070175438596491,114,0.6929824561403509,0.0,0.0,0.0,142,0.6330749354005167,387,0.3669250645994832,0.8932038834951457,0.07695524884985362,,clean_peak_percentile,30,0.0,30,1.0,0.0,0.0,0.001,all,,5.804782930022925,input_specific_validation_background,184,33,0.8641975308641976,243,0.13580246913580246
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,53,0.22058823529411764,68,0.7794117647058824,0.0,0.0,0.0,90,0.6928327645051194,293,0.30716723549488056,0.8932038834951457,0.07695524884985362,,clean_peak_percentile,8,0.0,8,1.0,0.0,0.0,0.001,non_overlap_only,,5.804782930022925,input_specific_validation_background,184,29,0.8663594470046083,217,0.1336405529953917
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,136,0.1952662721893491,169,0.8047337278106509,0.0,0.0,0.0,178,0.5400516795865633,387,0.4599483204134367,0.6091127098321343,0.10623170221664575,,cfar_margin,42,0.0,42,1.0,0.0,0.0,0.01,all,,4.08894482405166,input_specific_validation_background,254,0,1.0,176,0.0
15058,0.0,0.0122284259799693,0.009525757110666654,0.0007041728404531082,0.1809116809116809,163,2137,163,0.010500003167790636,0.009098037346226252,clean,narrow,0.010824810731836897,100,0.23664122137404575,131,0.7633587786259542,0.0,0.0,0.0,118,0.5972696245733788,293,0.40273037542662116,0.6091127098321343,0.10623170221664575,,cfar_margin,18,0.0,18,1.0,0.0,0.0,0.01,non_overlap_only,,4.08894482405166,input_specific_validation_background,254,0,1.0,144,0.0
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,100,0.40828402366863903,169,0.591715976331361,0.0,0.0,0.0,142,0.6330749354005167,387,0.3669250645994832,0.8932038834951457,0.07695524884985362,,cfar_margin,42,0.0,42,1.0,0.0,0.0,0.001,all,,5.804782930022925,input_specific_validation_background,184,0,1.0,176,0.0
15058,0.0,0.002044752566643189,0.0009335863021519621,0.0002785893516544175,0.1417019638043897,22,2207,22,0.0014446818667900735,0.003632258015168361,clean,narrow,0.001461017399389029,72,0.45038167938931295,131,0.549618320610687,0.0,0.0,0.0,90,0.6928327645051194,293,0.30716723549488056,0.8932038834951457,0.07695524884985362,,cfar_margin,18,0.0,18,1.0,0.0,0.0,0.001,non_overlap_only,,5.804782930022925,input_specific_validation_background,184,0,1.0,144,0.0
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,80,0.024390243902439046,82,0.975609756097561,0.0,0.0,0.0,215,0.4444444444444444,387,0.5555555555555556,0.630272952853598,0.07232346241457858,,clean_peak_percentile,43,0.0,43,1.0,0.0,0.0,0.01,all,,4.1612512870097,input_specific_validation_background,254,92,0.6488549618320612,262,0.3511450381679389
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,14,0.0,14,1.0,0.0,0.0,0.0,80,0.6059113300492611,203,0.39408866995073893,0.630272952853598,0.07232346241457858,,clean_peak_percentile,0,,0,,0.0,0.0,0.01,non_overlap_only,,4.1612512870097,input_specific_validation_background,254,66,0.6507936507936508,189,0.3492063492063492
14165,0.0,0.0024462966443550447,0.0011662621792480315,0.00031736125209608717,0.0999194198227236,25,3326,25,0.0017762174181604196,0.0041633276135994365,clean,default,0.0017649135192375574,73,0.1097560975609756,82,0.8902439024390244,0.0,0.0,0.0,176,0.545219638242894,387,0.45478036175710596,0.8815165876777251,0.05296127562642369,,clean_peak_percentile,43,0.0,43,1.0,0.0,0.0,0.001,all,,5.767059478566422,input_specific_validation_background,186,60,0.7709923664122138,262,0.22900763358778625
14165,0.0,0.0024462966443550447,0.0011662621792480315,0.00031736125209608717,0.0999194198227236,25,3326,25,0.0017762174181604196,0.0041633276135994365,clean,default,0.0017649135192375574,14,0.0,14,1.0,0.0,0.0,0.0,55,0.729064039408867,203,0.270935960591133,0.8815165876777251,0.05296127562642369,,clean_peak_percentile,0,,0,,0.0,0.0,0.001,non_overlap_only,,5.767059478566422,input_specific_validation_background,186,41,0.783068783068783,189,0.21693121693121692
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,154,0.0,154,1.0,0.0,0.0,0.0,215,0.4444444444444444,387,0.5555555555555556,0.630272952853598,0.07232346241457858,,cfar_margin,36,0.0,36,1.0,0.0,0.0,0.01,all,,4.1612512870097,input_specific_validation_background,254,25,0.8730964467005076,197,0.12690355329949238
14165,0.0,0.012010512101263072,0.009092697234818722,0.00074184296841472,0.129757343550447,149,3258,149,0.01005841226032981,0.009616072981942801,clean,default,0.010518884574655841,61,0.0,61,1.0,0.0,0.0,0.0,80,0.6059113300492611,203,0.39408866995073893,0.630272952853598,0.07232346241457858,,cfar_margin,0,,0,,0.0,0.0,0.01,non_overlap_only,,4.1612512870097,input_specific_validation_background,254,19,0.8661971830985915,142,0.13380281690140844
14165,0.0,0.0024462966443550447,0.0011662621792480315,0.00031736125209608717,0.0999194198227236,25,3326,25,0.0017762174181604196,0.0041633276135994365,clean,default,0.0017649135192375574,140,0.09090909090909094,154,0.9090909090909091,0.0,0.0,0.0,176,0.545219638242894,387,0.45478036175710596,0.8815165876777251,0.05296127562642369,,cfar_margin,36,0.0,36,1.0,0.0,0.0,0.001,all,,5.767059478566422,input_specific_validation_background,186,0,1.0,197,0.0
